A,F,H0000-0009,AC821,PTP_RT,BG	1.14 
A,F,H0000-0009,AC821,PTP_RT,DE	2.98 
A,F,H0000-0009,AC821,PTP_RT,EE	2.57 
A,F,H0000-0009,AC821,PTP_RT,FI	4.26 
A,F,H0000-0009,AC821,PTP_RT,NO	5.36 
A,F,H0000-0009,AC821,PTP_RT,RS	3.11 
A,F,H0000-0009,AC910_920,PTP_RT,AT	0.10 
A,F,H0000-0009,AC910_920,PTP_RT,BG	0.06 
A,F,H0000-0009,AC910_920,PTP_RT,DE	0.04 
A,F,H0000-0009,AC910_920,PTP_RT,EE	0.00 
A,F,H0000-0009,AC910_920,PTP_RT,FI	0.04 
A,F,H0000-0009,AC910_920,PTP_RT,NO	0.18 
A,F,H0000-0009,AC910_920,PTP_RT,RS	0.00 
A,F,H0000-0009,AC995-999,PTP_RT,AT	0.12 
A,F,H0000-0009,AC995-999,PTP_RT,BG	0.19 
A,F,H0000-0009,AC995-999,PTP_RT,DE	0.20 
A,F,H0000-0009,AC995-999,PTP_RT,EE	1.00 
A,F,H0000-0009,AC995-999,PTP_RT,FI	2.28 
A,F,H0000-0009,AC995-999,PTP_RT,NO	0.35 
A,F,H0000-0009,AC995-999,PTP_RT,RS	0.15 
A,F,H0000-0009,TOTAL,PTP_RT,AT	100.0 
A,F,H0000-0009,TOTAL,PTP_RT,BG	100.0 
A,F,H0000-0009,TOTAL,PTP_RT,DE	100.0 
A,F,H0000-0009,TOTAL,PTP_RT,EE	100.0 
A,F,H0000-0009,TOTAL,PTP_RT,FI	100.0 
A,F,H0000-0009,TOTAL,PTP_RT,NO	100.0 
A,F,H0000-0009,TOTAL,PTP_RT,RS	100.0 
A,F,H0010-0019,AC021,PTP_RT,AT	0.30 
A,F,H0010-0019,AC021,PTP_RT,BG	0.08 
A,F,H0010-0019,AC021,PTP_RT,DE	0.23 
A,F,H0010-0019,AC021,PTP_RT,EE	0.29 
A,F,H0010-0019,AC021,PTP_RT,FI	0.35 
A,F,H0010-0019,AC021,PTP_RT,NO	0.44 
A,F,H0010-0019,AC021,PTP_RT,RS	0.07 
A,F,H0010-0019,AC0_X_021,PTP_RT,AT	92.74 
A,F,H0010-0019,AC0_X_021,PTP_RT,BG	96.46 
A,F,H0010-0019,AC0_X_021,PTP_RT,DE	91.20 
A,F,H0010-0019,AC0_X_021,PTP_RT,EE	89.56 
A,F,H0010-0019,AC0_X_021,PTP_RT,FI	86.38 
A,F,H0010-0019,AC0_X_021,PTP_RT,NO	82.75 
A,F,H0010-0019,AC0_X_021,PTP_RT,RS	92.99 
A,F,H0010-0019,AC1_2,PTP_RT,AT	0.63 
